Year,TCEQ Registered Entity Reference Number,TCEQ Air Account Number,Organization,Site,Nearby City,County,Latitude (Decimal),Longitude (Decimal),TCEQ Contaminant Code,TCEQ Contaminant Name,CAS Number,Annual Emissions (tpy),Ozone Season Emissions (ppd) ,Emissions From SSMS (tpy),Emission Events (tpy),Is Hazardous Air Pollutant (Y/N)?,Is VOC? (Y)?
2019,RN101969194,HF0003V,ENTERPRISE PRODUCTS OPERATING LLC,SILSBEE COMPRESSOR STATION                        ,SILSBEE        ,HARDIN,30.44111944,94.16661666,52490,TOLUENE,108883,0,0,0,0,Y,Y
2019,RN101969194,HF0003V,ENTERPRISE PRODUCTS OPERATING LLC,SILSBEE COMPRESSOR STATION                        ,SILSBEE        ,HARDIN,30.44111944,94.16661666,52510,XYLENE-U,1330207,0,0,0,0,Y,Y
2019,RN101969194,HF0003V,ENTERPRISE PRODUCTS OPERATING LLC,SILSBEE COMPRESSOR STATION                        ,SILSBEE        ,HARDIN,30.44111944,94.16661666,52516,PARA-XYLENE,106423,0,0,0,0,Y,Y
2019,RN101969194,HF0003V,ENTERPRISE PRODUCTS OPERATING LLC,SILSBEE COMPRESSOR STATION                        ,SILSBEE        ,HARDIN,30.44111944,94.16661666,56150,METHYLCYCLOHEXANE,108872,0.1235,0.6856,0,0,N,Y
2019,RN101969194,HF0003V,ENTERPRISE PRODUCTS OPERATING LLC,SILSBEE COMPRESSOR STATION                        ,SILSBEE        ,HARDIN,30.44111944,94.16661666,56600,HEXANE,110543,1.3117,7.1955,0,0,Y,Y
2019,RN101969194,HF0003V,ENTERPRISE PRODUCTS OPERATING LLC,SILSBEE COMPRESSOR STATION                        ,SILSBEE        ,HARDIN,30.44111944,94.16661666,56625,ISOBUTANE,75285,0.7426,4.0693,0,0,N,Y
2019,RN101969194,HF0003V,ENTERPRISE PRODUCTS OPERATING LLC,SILSBEE COMPRESSOR STATION                        ,SILSBEE        ,HARDIN,30.44111944,94.16661666,56700,ISO PENTANE,78784,0.5423,2.9713,0,0,N,Y
2019,RN101969194,HF0003V,ENTERPRISE PRODUCTS OPERATING LLC,SILSBEE COMPRESSOR STATION                        ,SILSBEE        ,HARDIN,30.44111944,94.16661666,56725,N BUTANE,106978,0.961,5.2658,0,0,N,Y
2019,RN101969194,HF0003V,ENTERPRISE PRODUCTS OPERATING LLC,SILSBEE COMPRESSOR STATION                        ,SILSBEE        ,HARDIN,30.44111944,94.16661666,56750,PENTANE,109660,0.6677,3.6775,0,0,N,Y
2019,RN101969194,HF0003V,ENTERPRISE PRODUCTS OPERATING LLC,SILSBEE COMPRESSOR STATION                        ,SILSBEE        ,HARDIN,30.44111944,94.16661666,56775,PROPANE,74986,6.1445,33.9757,0,0,N,Y
2019,RN101969194,HF0003V,ENTERPRISE PRODUCTS OPERATING LLC,SILSBEE COMPRESSOR STATION                        ,SILSBEE        ,HARDIN,30.44111944,94.16661666,59090,CONDENSATE,0,0,0,0,0,N,Y
2019,RN101969194,HF0003V,ENTERPRISE PRODUCTS OPERATING LLC,SILSBEE COMPRESSOR STATION                        ,SILSBEE        ,HARDIN,30.44111944,94.16661666,70400,NITROGEN OXIDES,0,10.874,59.8219,0,0,N,
2019,RN101969194,HF0003V,ENTERPRISE PRODUCTS OPERATING LLC,SILSBEE COMPRESSOR STATION                        ,SILSBEE        ,HARDIN,30.44111944,94.16661666,70510,SULFUR DIOXIDE,7446095,0.0195,0.1087,0,0,N,
2019,RN101969194,HF0003V,ENTERPRISE PRODUCTS OPERATING LLC,SILSBEE COMPRESSOR STATION                        ,SILSBEE        ,HARDIN,30.44111944,94.16661666,75001,HAZARDOUS AIR POLLUTANTS,0,0.1301,0.7127,0,0,Y, 
2019,RN101969194,HF0003V,ENTERPRISE PRODUCTS OPERATING LLC,SILSBEE COMPRESSOR STATION                        ,SILSBEE        ,HARDIN,30.44111944,94.16661666,90300,CARBON MONOXIDE,630080,2.0422,9.7315,0,0,N,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,10000,PART-U,0,0.0883,0.4833,0,0,N,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,11185,SALICYLIC ACID,69727,0,0,0,0,N,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,12912,PART-EPOXY RESIN,0,0,0,0,0,N,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,14045,TREMOLITE,14567738,0,0,0,0,Y,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,14670,TALC,14807966,0,0,0,0,N,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,14735,TITANIUM DIOXIDE,13463677,0,0,0,0,N,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,15005,ACRYLIC POLYOL, ,0,0,0,0,N,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,20000,PM10 PART-U,0,0.0883,0.4833,0,0,N,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,21185,PM10-SALICYLIC ACID,69727,0,0,0,0,N,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,24045,PM10 TREMOLITE,14567738,0,0,0,0,Y,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,24670,PM10 TALC,0,0,0,0,0,N,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,24735,PM10 TITANIUM DIOXIDE,0,0,0,0,0,N,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,25005,PM10 ACRYLIC POLYOL, ,0,0,0,0,N,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,39999,TOTAL PM2.5 PARTICULATE,0,0.0877,0.4805,0,0,N,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,50001,VOC-UNCLASSIFIED,0,0.0634,0.3474,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,51400,ALCOHOLS-U,0,0.0264,0.145,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,51440,N-BUTYL ALCOHOL,71363,0.1,0.5479,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,51460,ETHANOL,64175,0.011,0.0602,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,51465,FURFURYL ALCOHOL,98000,1.6609,9.1008,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,51478,"METHOXY-2-ACETOXYPROPANE, 1-",108656,0.9254,5.0706,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,51498,ETHYLENE GLYCOL DIACETATE,111557,0.0725,0.397,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,51510,ISOPROPANOL,67630,0.4347,2.3821,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,51530,METHANOL,67561,1.1025,6.0409,0,0,Y,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,51680,FORMALDEHYDE,50000,0.0014,0.0079,0,0,Y,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,51685,"FORMALDEHYDE, POLYMER WITH BENZENAMINE, HYDROGENATED",135108882,0,0.0002,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,52200,AMINES-U,0,0,0,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,52365,"DIAMINOCYCLOHEXANE 1,3",3385215,0,0,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,52416,"TRIMETHYL BENZENE, 1,2,4-",95636,0.3579,1.9611,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,52418,"TRIMETHYL BENZENE, 1,3,5-",108678,0.0639,0.3501,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,52420,BENZENE,71432,0.0145,0.0794,0,0,Y,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,52450,ETHYL BENZENE,100414,0.364,1.9945,0,0,Y,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,52490,TOLUENE,108883,0.0755,0.4139,0,0,Y,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,52510,XYLENE-U,1330207,0.0284,0.1555,0,0,Y,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,52640,BUTYL ACETATE,123864,0.3952,2.1655,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,52727,ETHYL ORTHOFORMATE,1225102,0,0,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,52834,PROPYLENE GLYCOL MONOMETHYL ETHER,107982,0.5796,3.1761,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,52922,METHOXY 1 PROPANOL 2,107982,0,0,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,54020,ACETONE,67641,0.3426,1.8771,0,0,N,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,54024,"4, 6-DIMETHYL-2-HEPTANONE",19549805,0,0,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,54046,DIISOBUTYL KETONE,108838,0.1264,0.6929,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,54065,METHYL ETHYL KETONE,78933,0.8197,4.4913,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,54070,METHYL ISOBUTYL KETONE,108101,0,0,0,0,Y,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,54072,HEPTANONE 2,110430,0.0653,0.3573,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,54080,"4,4`-METHYLENEDICYCLOHEXANAMINE",1761713,0,0,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,58814,TRIETHOXYMETHYLSILANE,2031676,0.5536,3.0335,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,59300,NAPHTHA,64741668,0.2542,1.393,0,0,N,Y
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,70400,NITROGEN OXIDES,0,1.152,6.3123,0,0,N,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,70510,SULFUR DIOXIDE,7446095,0,0,0,0,N,
2019,RN100216647,HF0011W,DRAGON PRODUCTS LTD,NORTH SILSBEE FACILITY                            ,SILSBEE        ,HARDIN,30.37,94.17055555,90300,CARBON MONOXIDE,630080,0.9677,5.3025,0,0,N,
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,10000,PART-U,0,7.47,41.164,0,0,N,
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,14630,"SODIUM HYDROXIDE, NAOH",1310732,0.02,0.1,0,0,N,
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,14636,SODIUM HYDROSULFIDE,0,0.01,0.05,0,0,N,
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,20000,PM10 PART-U,0,7.47,41.164,0,0,N,
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,39999,TOTAL PM2.5 PARTICULATE,0,7.47,41.164,0,0,N,
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,50001,VOC-UNCLASSIFIED,0,16.7569,88.1979,0.04,16.4175,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,52420,BENZENE,71432,0.7049,3.904,0,0.1569,Y,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,52450,ETHYL BENZENE,100414,0.0073,0.0402,0,0,Y,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,52460,NAPHTHALENE,91203,0.3579,1.9611,0,0,Y,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,52490,TOLUENE,108883,0.5495,3.009,0,0,Y,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,52510,XYLENE-U,1330207,0.132,0.7098,0,0,Y,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,55525,PENTENE 1,109671,0,0,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,55526,PENTENE 2,109682,0,0,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56000,PARAFFINS-U,0,0.0662,0.3915,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56001,PARAFFINS CYCLIC-U,0,0,0,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56050,CYCLOHEXANE,110827,0.2031,1.1104,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56100,CYCLOPENTANE,287923,0.2569,1.4055,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56150,METHYLCYCLOHEXANE,108872,0,0,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56200,METHYLCYCLOPENTANE,96377,0,0,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56524,"2,3-DIMETHYLBUTANE",79298,0,0,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56526,"DIMETHYL BUTANE 2,2",75832,0,0,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56528,ISOHEXANE AKA 2-METHYLPENTANE,107835,0.7996,1.7014,0,1.0724,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56550,ETHANE,74840,0,0,0,0,N,
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56575,HEPTANE,142825,0,0,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56600,HEXANE,110543,0.788,4.7381,0,1.2875,Y,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56601,METHYL PENTANE 3,96140,0,0,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56625,ISOBUTANE,75285,0,0,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56700,ISO PENTANE,78784,8.3498,48.0538,0,4.448,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56725,N BUTANE,106978,0.7564,4.1448,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56730,N-HEXANE,110543,0.4617,2.5298,0,0,Y,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56750,PENTANE,109660,5.0071,28.8211,0,4.404,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,56775,PROPANE,74986,0,0,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,58715,1-ETHYL 4-METHYLBENZENE,622968,0,0,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,58999,AROMATIC PETROLEUM DISTILLATE LIGHT,64742956,1.0454,5.8576,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,59000,VOC GAS MIXTURE-U,0,36.4876,200.7274,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,59003,GASOLINE,8006619,0,0,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,59011,PETROLEUM NAPHTHA, ,0,0,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,59200,FUEL OIL-U,0,0,0,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,59300,NAPHTHA,64741668,3.7844,21.5655,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,59450,REFORMATE,68514794,0,0,0,0,N,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,59832,"3,3-DIMETHYLBENZIDINE",119937,0,0,0,0,Y,Y
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,70300,HYDROGEN SULFIDE,7783064,0,0,0,0,N,
2019,RN101995611,HF0017K,TRECORA HYDROCARBONS LLC,TRECORA HYDROCARBONS SILSBEE                      ,SILSBEE        ,HARDIN,30.39798888,94.22810555,70400,NITROGEN OXIDES,0,71.35,369.4742,0,0.0052,N,
